Date,Quarter,Total Revenue,Gross Profit,Net Income,Total Operating Expenses,EPS,Total Revenue Gr,Gross Profit Gr,Net Income Gr,Total Operating Expenses Gr,EPS Gr,Year
2022-03-31,1,76826,31317,2312,73336,1.74,0.0028980209910709626,0.03609475286177463,0.7702909647779479,-0.013969747899159665,0.7938144329896908,2022
2021-12-31,4,76604,30226,1306,74375,0.97,0.038078976610564544,0.050133759510822364,-0.18272841051314143,0.05148940381434408,-0.19166666666666665,2021
2021-09-30,3,73794,28783,1598,70733,1.2,0.016222320149829238,-0.010757492438823206,-0.425799496945742,0.035773905403426565,-0.4285714285714286,2021
2021-06-30,2,72616,29096,2783,68290,2.1,0.050928404995875365,0.03166329823068468,0.25191183085919927,0.04227716727716728,0.2500000000000001,2021
2021-03-31,1,69097,28203,2223,65520,1.68,-0.006570434482560313,0.04062430816913881,1.2846865364850977,-0.02252722661494853,1.2702702702702702,2021
2020-12-31,4,69554,27102,973,67030,0.74,0.037252445717012646,0.0377546331750651,-0.20506535947712418,0.05051169934333224,-0.20430107526881724,2020
2020-09-30,3,67056,26116,1224,63807,0.93,0.02624692000428521,0.04051954261125941,-0.5885714285714285,0.051861987108685975,-0.5884955752212389,2020
2020-06-30,2,65341,25099,2975,60661,2.26,-0.02118193393753277,-0.0495683126325356,0.48231190832087695,-0.0416449436782154,0.4771241830065358,2020
2020-03-31,1,66755,26408,2007,63297,1.53,-0.0020033189313639014,0.06380921688688367,0.14882655981682885,-0.008691975192632964,0.15037593984962402,2020
2019-12-31,4,66889,24824,1747,63852,1.33,0.03207838296559173,0.018504082386247078,0.14183006535947712,0.03183478232765586,0.13675213675213688,2019
2019-09-30,3,64810,24373,1530,61882,1.17,0.021740158597531176,-0.003597563468378235,-0.2097107438016529,0.029667714937020584,-0.214765100671141,2019
2019-06-30,2,63431,24461,1936,60099,1.49,0.028955650001622164,0.0025410877494979303,0.362420830401126,0.019387339710970893,0.3669724770642201,2019
2019-03-31,1,61646,24399,1421,58956,1.09,0.1326988093488167,0.7603896103896104,-4.391408114558472,0.09992537313432835,-3.7948717948717947,2019
2018-12-31,4,54424,13860,-419,53600,-0.39,0.1460096862497368,0.7351026539809714,-1.3014388489208633,0.19333867664084067,-1.2867647058823528,2018
2018-09-30,3,47490,7988,1390,44916,1.36,0.012105195856954094,-0.007208550832711907,-1.5423332032774093,-0.06996583497256445,-1.5396825396825395,2018
2018-06-30,2,46922,8046,-2563,48295,-2.52,0.025774435432743808,-0.023306627822286964,-3.56813627254509,0.10396141449699407,-3.5714285714285716,2018
2018-03-31,1,45743,8238,998,43747,0.98,-0.055013841259348016,-0.23181648638567698,-0.6963796775174932,-0.033791991518872716,-0.6927899686520376,2018
2017-12-31,4,48406,10724,3287,45277,3.19,0.048179987440722376,0.5068146691021498,1.557976653696498,0.0365138958838881,1.5317460317460316,2017
2017-09-30,3,46181,7117,1285,43682,1.26,0.01085695523694867,0.027577245163153335,0.1703096539162113,0.0026165993389643777,0.17757009345794386,2017
2017-06-30,2,45685,6926,1098,43568,1.07,0.026306330592622544,0.054025262517120684,0.15336134453781514,0.019826314927085042,0.1630434782608696,2017
2017-03-31,1,44514,6571,952,42721,0.92,-0.03211497901763388,-0.32687973775865603,-0.44229642647920325,-0.005817877172977124,-0.4140127388535032,2017
2016-12-31,4,45991,9762,1707,42971,1.57,0.030841645186596437,0.302989855846236,0.10844155844155844,0.02823574453829772,0.09790209790209799,2016
2016-09-30,3,44615,7492,1540,41791,1.43,0.02035448827901658,0.06799714896650036,0.6666666666666666,0.010225294913943144,0.6627906976744186,2016
2016-06-30,2,43725,7015,924,41368,0.86,0.011801457827143353,0.04018386714116252,-0.193717277486911,0.008237874725810383,-0.17307692307692313,2016
2016-03-31,1,43215,6744,1146,41030,1.04,0.05030987969376595,-0.07629091905218463,-0.2349799732977303,0.06862872769891913,-0.2180451127819549,2016
2015-12-31,4,41145,7301,1498,38395,1.33,0.06471897319118104,0.09608166941900616,0.20224719101123595,0.057334838762977444,0.19819819819819814,2015
2015-09-30,3,38644,6661,1246,36313,1.11,0.039683607307164574,0.040456107466416744,-0.020440251572327043,0.04027845417824505,-0.008928571428571435,2015
2015-06-30,2,37169,6402,1272,34907,1.12,0.02303754266211604,0.038611291369240755,0.04176904176904177,0.02067251461988304,0.04672897196261686,2015
2015-03-31,1,36332,6164,1221,34200,1.07,-0.01951153690460127,-0.0707070707070707,-0.0757002271006813,-0.015373985144239074,-0.06140350877192969,2015
2014-12-31,4,37055,6633,1321,34734,1.14,0.058079438051454844,0.025510204081632654,0.39345991561181437,0.05977116704805492,0.4074074074074072,2014
2014-09-30,3,35021,6468,948,32775,0.81,0.012109126640078608,0.022770398481973434,-0.2391653290529695,0.011761437303204296,-0.23584905660377356,2014
2014-06-30,2,34602,6324,1246,32394,1.06,0.058521215087644164,0.06428811847862673,0.10363153232949512,0.05638349910321213,0.11578947368421064,2014
2014-03-31,1,32689,5942,1129,30665,0.95,-0.004294852269265915,-0.06248027769012307,-0.1075098814229249,0.001698624767255741,-0.0865384615384616,2014
2013-12-31,4,32830,6338,1265,30613,1.04,0.02812225980207942,0.051601128256180524,0.012810248198558846,0.028040835516152864,0.01960784313725492,2013
2013-09-30,3,31932,6027,1249,29778,1.02,0.021889400921658985,0.03184386235233693,0.11120996441281139,0.01714715125017079,0.12087912087912087,2013
2013-06-30,2,31248,5841,1124,29276,0.91,0.016162076030047802,0.047337278106508875,0.17819706498951782,0.007536910210964655,0.18181818181818182,2013
2013-03-31,1,30751,5577,954,29057,0.77,-0.02007584207004238,-0.11180124223602485,-0.14516129032258066,-0.0013747121696394817,-0.1348314606741573,2013
2012-12-31,4,31381,6279,1116,29097,0.89,0.0381777880702683,0.11191783247742164,0.10934393638170974,0.024073487488121634,0.1265822784810126,2012
2012-09-30,3,30227,5647,1006,28413,0.79,-0.015855961450804194,0.036336942558267575,0.041407867494824016,-0.020444046059435977,0.05333333333333338,2012
2012-06-30,2,30714,5449,966,29006,0.75,-0.0027274498344048315,0.06571484451398396,0.24484536082474226,-0.01319997278356127,0.27118644067796616,2012
2012-03-31,1,30798,5113,776,29394,0.59,0.08838392762483656,-0.07973362131029518,-0.27136150234741785,0.11598769884961464,-0.26250000000000007,2012
2011-12-31,4,28297,5556,1065,26339,0.8,0.06084576741396116,0.07300115874855156,0.2269585253456221,0.0497807891590275,0.23076923076923078,2011
2011-09-30,3,26674,5178,868,25090,0.65,0.009843264935261603,0.018088871411718443,0.06372549019607843,0.006417970316887284,0.08333333333333341,2011
2011-06-30,2,26414,5086,816,24930,0.6,0.02798209768437439,0.07254323070434415,0.14446002805049088,0.02214022140221402,0.15384615384615377,2011
