Date,Quarter,Total Revenue,Gross Profit,Net Income,Total Operating Expenses,EPS,Total Revenue Gr,Gross Profit Gr,Net Income Gr,Total Operating Expenses Gr,EPS Gr,Year
2022-03-31,1,12814,8958,2222,9962,0.99,-0.2660939289805269,-0.3356570750519134,-0.8637478538140789,-0.09105839416058394,-0.8628808864265928,2022
2021-12-31,4,17460,13484,16308,10960,7.22,0.8517340120903595,1.455654707703515,4.912980420594634,0.08150779553976711,4.918032786885246,2021
2021-09-30,3,9429,5491,2758,10134,1.22,-0.2907326613509854,-0.41460554371002134,-0.04765193370165746,0.03250127356087621,-0.04687500000000004,2021
2021-06-30,2,13294,9380,2896,9815,1.28,0.047266425082716244,0.08376660889659157,0.4065080135988344,-0.04514057787722541,0.4065934065934066,2021
2021-03-31,1,12694,8655,2059,10279,0.91,-0.24363939700887804,-0.31123667038039154,-0.016714422158548233,-0.010302330059695745,-0.010869565217391313,2021
2020-12-31,4,16783,12566,2094,10386,0.92,0.9104154809334092,1.4972178060413355,0.08217054263565891,0.02567647639739285,0.09523809523809533,2020
2020-09-30,3,8785,5032,1935,10126,0.84,-0.2441060058509723,-0.38581716099109,0.03642206748794858,0.09234088457389428,0.03703703703703693,2020
2020-06-30,2,11622,8193,1867,9270,0.81,-0.08545797922568461,-0.08824838637881148,-0.14200367647058823,-0.06965074267362505,-0.14736842105263148,2020
2020-03-31,1,12708,8986,2176,9964,0.95,-0.0006291286568103177,0.030032095369096744,0.9342222222222222,-0.08528412742127972,0.8999999999999999,2020
2019-12-31,4,12716,8724,1125,10893,0.5,0.01874699567377023,0.002067539627842867,-0.44906953966699314,0.0759581193204267,-0.43820224719101125,2019
2019-09-30,3,12482,8706,2042,10124,0.89,0.038090485695276115,0.010211185889997679,-0.699661714958082,0.08150838585621194,-0.6941580756013745,2019
2019-06-30,2,12024,8618,6799,9361,2.91,0.04967263203841117,0.05046318868844466,2.8499433748584373,0.01606425702811245,2.828947368421053,2019
2019-03-31,1,11455,8204,1766,9213,0.76,-0.03715222324955871,0.04389871484921746,0.47782426778242676,-0.12548647365923113,0.4615384615384615,2019
2018-12-31,4,11897,7859,1195,10535,0.52,0.044879676796065346,-0.008077748327653667,-0.26370918052988296,0.1517437411173062,-0.24637681159420283,2018
2018-09-30,3,11386,7923,1623,9147,0.69,-0.02291255470694242,-0.021247683755404572,-0.791065911431514,-0.008132726089785295,-0.7915407854984895,2018
2018-06-30,2,11653,8095,7768,9222,3.31,0.04389501030189017,0.049662863070539416,2.8360493827160496,0.048908098271155595,2.8488372093023258,2018
2018-03-31,1,11163,7712,2025,8792,0.86,-0.15200546946216956,-0.11100864553314121,0.02479757085020243,-0.20749954930593115,-1.511904761904762,2018
2017-12-31,4,13164,8675,1976,11094,-1.68,0.03718878033406871,0.036563508184968334,-0.05045651129264776,0.07343976777939042,-2.909090909090909,2017
2017-09-30,3,12692,8369,2081,10335,0.88,0.01584760685128862,0.016148615832928606,0.05101010101010101,0.011846485216369688,0.06024096385542174,2017
2017-06-30,2,12494,8236,1980,10214,0.83,0.06016122189223589,0.07239583333333334,0.18847539015606243,0.035587549427151983,0.18571428571428572,2017
2017-03-31,1,11785,7680,1666,9863,0.7,-0.06512771696017769,-0.05383762473820377,0.7408568443051202,-0.1155053358443189,-1.875,2017
2016-12-31,4,12606,8117,957,11151,-0.8,0.02147313831942306,0.018060955725573813,-0.506701030927835,0.10712867355043686,-1.9876543209876543,2016
2016-09-30,3,12341,7973,1940,10072,0.81,-0.026658253805505166,-0.030991735537190084,0.07538802660753881,-0.04855469488003023,0.08000000000000007,2016
2016-06-30,2,12679,8228,1804,10586,0.75,0.07358171041490262,0.08291655698868124,-0.10293386374937842,0.13110375040068384,-0.10714285714285711,2016
2016-03-31,1,11810,7598,2011,9359,0.84,-0.07763199000312403,-0.07958812840702605,0.9079696394686907,-0.1588927833198526,0.8666666666666666,2016
