Date,Quarter,Total Revenue,Gross Profit,Net Income,Total Operating Expenses,EPS,Total Revenue Gr,Gross Profit Gr,Net Income Gr,Total Operating Expenses Gr,EPS Gr,Year
2022-03-31,1,27189.0,14410.0,8605.0,14921.0,1.32,0.14197911124800486,0.18030907005952063,0.13903106247793853,0.24854959277027788,0.7678571428571429,2022
2021-12-31,4,23808.666666666668,12208.666666666666,7554.666666666667,11950.666666666666,0.7466666666666667,0.023808499964165463,0.07168773408239695,0.2722577747838779,0.10012580932216386,-0.18840579710144928,2021
2021-09-30,3,23255.0,11392.0,5938.0,10863.0,0.92,0.10833095033838529,0.0524759793052476,-0.26880925994335675,0.07896305125148986,1.2348178137651822,2021
2021-06-30,2,20982.0,10824.0,8121.0,10068.0,0.4116666666666667,0.33660338896674735,0.3518171599850131,44.11666666666667,0.035482875655661834,19.583333333333332,2021
2021-03-31,1,15698.0,8007.0,180.0,9723.0,0.02,0.19394584727715242,0.275,-1.7627118644067796,0.010811934712548082,-1.5,2021
2020-09-30,3,13148.0,6280.0,-236.0,9619.0,-0.04,-0.23303972466896108,-0.1354625550660793,-0.9757076685537828,-0.6439780886816197,-0.9729729729729729,2020
2020-03-31,1,17143.0,7264.0,-9715.0,27018.0,-1.48,-0.5634025213294283,-0.5612731775080027,-3.276241799437676,-0.04205077294000851,-5.933333333333334,2020
2019-12-31,4,39265.0,16557.0,4268.0,28204.0,0.3,2065.5789473684213,2068.625,2133.0,1483.421052631579,-0.16666666666666666,2019
2019-09-30,3,19.0,8.0,2.0,19.0,0.36,-0.9989730839909199,-0.9989613087509738,-0.9995842860112243,-0.9984848484848485,-0.5135135135135135,2019
2019-06-30,2,18502.0,7702.0,4811.0,12540.0,0.74,-0.016008083816412274,0.16874051593323217,3.4962616822429906,-0.17565080199842228,3.6249999999999996,2019
2019-03-31,1,18803.0,6590.0,1070.0,15212.0,0.16,0.023014145810663765,-0.11054123363476852,0.941923774954628,-0.13568181818181818,1.0,2019
2018-12-31,4,18380.0,7409.0,551.0,17600.0,0.08,-0.18481394420543754,-0.11639833035181872,-0.6726084373143196,-0.04596704249783174,-0.6923076923076923,2018
2018-09-30,3,22547.0,8385.0,1683.0,18448.0,0.26,0.08644533320483785,-0.0024982155603140615,-0.39763779527559057,0.28683035714285715,-0.40909090909090906,2018
2018-06-30,2,20753.0,8406.0,2794.0,14336.0,0.44,-0.09604495165084066,0.018415313787254663,0.30256410256410254,-0.17920531317989236,0.375,2018
2018-03-31,1,22958.0,8254.0,2145.0,17466.0,0.32,-0.02584121865320151,0.06324874404225171,-2.2714878482513337,0.20688225538971808,-2.142857142857143,2018
2017-12-31,4,23567.0,7763.0,-1687.0,14472.0,-0.28,0.038193832599118946,0.15658522050059595,-21.325301204819276,-0.2735304452587721,-15.000000000000002,2017
2017-09-30,3,22700.0,6712.0,83.0,19921.0,0.02,0.09014070979205686,0.010538994278831678,-0.13541666666666666,0.07252072789921396,0.0,2017
2017-06-30,2,20823.0,6642.0,96.0,18574.0,0.02,-0.04204812071583015,-0.12177707259024197,-0.9322512350035286,0.0799465085179371,-0.9090909090909092,2017
2017-03-31,1,21737.0,7563.0,1417.0,17199.0,0.22,0.015605288978180629,0.09197227837135431,0.8793103448275862,-0.035173342308986874,1.2,2017
2016-12-31,4,21403.0,6926.0,754.0,17826.0,0.1,-0.013368367676208916,-0.036315569778767216,-1.1401486988847584,-0.2896309874870487,-1.121951219512195,2016
2016-09-30,3,21693.0,7187.0,-5380.0,25094.0,-0.82,0.06756889763779528,0.10535219932328514,-51.75471698113208,0.3733581436077058,-42.0,2016
2016-06-30,2,20320.0,6502.0,106.0,18272.0,0.02,0.12957918728111623,0.21012469756188348,-1.3333333333333333,0.148821125432254,-1.5,2016
2016-03-31,1,17989.0,5373.0,-318.0,15905.0,-0.04,-0.18774551858039465,-0.23100042936882784,-0.9662456214839189,-0.46460430201635977,-0.9722222222222222,2016
2015-12-31,4,22147.0,6987.0,-9421.0,29707.0,-1.44,-0.04452305966607705,0.04361463778939507,7.870998116760829,0.2190988181221274,7.0,2015
2015-09-30,3,23179.0,6695.0,-1062.0,24368.0,-0.18,-0.1092194765766112,-0.1953125,-7.2105263157894735,0.06211044763108573,-5.5,2015
2015-06-30,2,26021.0,8320.0,171.0,22943.0,0.04,0.0020795625216621094,0.06298709594991696,-0.9081632653061225,0.07080182955287968,-0.8571428571428571,2015
2015-03-31,1,25967.0,7827.0,1862.0,21426.0,0.28,-0.2227543476308779,-0.09503988900450919,-1.1915243777000617,-0.5352781693959441,-1.1891891891891893,2015
2014-12-31,4,33409.0,8649.0,-9722.0,46105.0,-1.48,-0.13991864895479353,-0.03739565943238731,3.521860465116279,0.12464934748140018,3.352941176470588,2014
2014-09-30,3,38844.0,8985.0,-2150.0,40995.0,-0.34,0.05239772419398537,0.06457345971563981,-1.9662921348314606,0.24449773838074132,-1.9444444444444444,2014
2014-06-30,2,36910.0,8440.0,2225.0,32941.0,0.36,0.07004116657969502,0.04120404638539354,-0.02412280701754386,0.06182509750830029,0.058823529411764594,2014
2014-03-31,1,34494.0,8106.0,2280.0,31023.0,0.34,-0.030876857809119772,0.17580504786771106,-0.17391304347826086,-0.0964613368283093,-0.19047619047619038,2014
2013-12-31,4,35593.0,6894.0,2760.0,34335.0,0.42,0.04824031806803122,-0.048841059602649006,0.8598382749326146,0.0881346263548203,0.9090909090909091,2013
2013-09-30,3,33955.0,7248.0,1484.0,31554.0,0.22,-0.045376591976159016,-0.1980526665191414,-0.5046728971962616,0.0486888896274386,-0.5217391304347826,2013
2013-06-30,2,35569.0,9038.0,2996.0,30089.0,0.46,-0.021350942357958452,-0.04339542760372565,-0.22262584327970938,-0.035701695349806106,-0.23333333333333328,2013
2013-03-31,1,36345.0,9448.0,3854.0,31203.0,0.6,0.019209197980931014,0.29353778751369114,0.024182832846133404,-0.13124704179079544,0.03448275862068969,2013
2012-12-31,4,35660.0,7304.0,3763.0,35917.0,0.58,-0.019629405619398473,-0.18070667414469993,0.3713556851311953,0.11772577332420489,0.38095238095238093,2012
2012-09-30,3,36374.0,8915.0,2744.0,32134.0,0.42,0.04948209700222164,0.09292632095133015,-5.005839416058394,0.005129809196121364,-5.2,2012
2012-06-30,2,34659.0,8157.0,-685.0,31970.0,-0.1,-0.07353648757016841,-0.2876604663348179,-1.1314274750575595,0.039640987284966345,-1.125,2012
2012-03-31,1,37410.0,11451.0,5212.0,30751.0,0.8,0.03191460017102033,0.19119941745552896,0.8581105169340464,-0.015243219009190765,1.0,2012
2011-12-31,4,36253.0,9613.0,2805.0,31227.0,0.4,-0.06627002524081801,-0.21590538336052204,-0.27538103849134593,-0.005541224801757906,-0.33333333333333326,2011
2011-09-30,3,38826.0,12260.0,3871.0,31401.0,0.6,0.015483600983417901,-0.02061032113756191,-0.4354674055709494,0.019910354683642977,-0.43396226415094347,2011
2011-06-30,2,38234.0,12518.0,6857.0,30788.0,1.06,0.17275013802834183,0.04937547153994467,0.040831815421979355,0.2210676608233521,0.03921568627450984,2011
2011-03-31,1,32602.0,11929.0,6588.0,25214.0,1.02,0.006607385451401754,0.8557871810827629,-0.026451898921235405,0.039067007335366354,-0.03773584905660381,2011
2010-12-31,4,32388.0,6428.0,6767.0,24266.0,1.06,0.04880023315307147,-0.4819888790394069,0.43216931216931215,-0.03698706246527502,0.0,2010
2010-09-30,3,30881.0,12409.0,4725.0,25198.0,1.06,0.04243181204428841,0.0198060486522025,0.11281205840791333,0.07877386762565289,0.10416666666666677,2010
2010-06-30,2,29624.0,12168.0,4246.0,23358.0,0.96,0.07493014986029972,-0.010892537798731913,-0.01644660643965717,0.0987863392605137,-0.02040816326530614,2010
2010-03-31,1,27559.0,12302.0,4317.0,21258.0,0.98,0.0817207677513051,0.8399641040981155,-0.12734990903577925,0.13977802798777544,-0.1250000000000001,2010
2009-12-31,4,25477.0,6686.0,4947.0,18651.0,1.12,-0.015381642512077295,-0.4198698481561822,0.3248527048741296,-0.09434786831115859,0.302325581395349,2009
2009-09-30,3,25875.0,11525.0,3734.0,20594.0,0.86,0.1989157631359466,0.07509328358208955,-0.06439488849912303,0.37092264678471576,-0.04444444444444448,2009
2009-06-30,2,21582.0,10720.0,3991.0,15022.0,0.9,0.18504282890401932,0.30859375,0.5140364188163885,0.0763829177414732,0.5000000000000001,2009
2009-03-31,1,18212.0,8192.0,2636.0,13956.0,0.6,0.0,0.0,0.0,0.0,0.0,2009
