Date,Quarter,Total Revenue,Gross Profit,Net Income,Total Operating Expenses,EPS,Total Revenue Gr,Gross Profit Gr,Net Income Gr,Total Operating Expenses Gr,EPS Gr,Year
2022-12-31,4,7899,3472,1328,6212,2.65,-0.102080254632261,-0.011389521640091117,0.04320502749410841,-0.13530066815144767,0.04330708661417318,2022
2022-09-30,3,8797,3512,1273,7184,2.54,0.04020338181388199,-0.0014216661927779358,2.422043010752688,-0.08693441789527198,2.4324324324324325,2022
2022-06-30,2,8457,3517,372,7868,0.74,0.029959810010960906,0.030471725754468208,-0.6831345826235093,0.16891992274550588,-0.6782608695652174,2022
2022-03-31,1,8211,3413,1174,6731,2.3,-0.010484454085321764,0.012459210916641946,0.1442495126705653,-0.03304122970837523,0.15577889447236173,2022
2021-12-31,4,8298,3371,1026,6961,1.99,0.08215962441314555,0.021515151515151515,0.04800817160367722,0.09175031367628607,0.0585106382978724,2021
2021-09-30,3,7668,3300,979,6376,1.88,0.011075949367088608,-0.02654867256637168,0.16409036860879905,-0.010245265445513815,0.17499999999999988,2021
2021-06-30,2,7584,3390,841,6442,1.6,0.04707993925169129,0.06302916274694262,-0.14183673469387756,0.06832504145936982,-0.13978494623655913,2021
2021-03-31,1,7243,3189,980,6030,1.86,-0.003987898789878988,0.0009416195856873823,0.2727272727272727,-0.03411821239788563,0.2827586206896553,2021
2020-12-31,4,7272,3186,770,6243,1.45,0.060831509846827135,0.05496688741721854,0.1,0.060652395514780834,0.0984848484848484,2020
2020-09-30,3,6855,3020,700,5886,1.32,0.07495687627411009,0.09499637418419145,0.5283842794759825,0.017283097131005877,0.5172413793103449,2020
2020-06-30,2,6377,2758,458,5786,0.87,-0.05371716871939457,-0.04765193370165746,-0.2006980802792321,-0.03663003663003663,-0.18691588785046734,2020
2020-03-31,1,6739,2896,573,6006,1.07,-0.048163841807909606,0.0010369858278603526,0.12133072407045009,-0.06521400778210117,0.13829787234042568,2020
2019-12-31,4,7080,2893,511,6425,0.94,0.011428571428571429,-0.015651582170806397,-0.3047619047619048,0.07083333333333333,-0.3037037037037038,2019
2019-09-30,3,7000,2939,735,6000,1.35,-0.028317601332593003,0.005129958960328317,0.40804597701149425,-0.08186687069625095,0.40625000000000017,2019
2019-06-30,2,7204,2924,522,6535,0.96,0.03744239631336405,0.033946251768033946,0.009671179883945842,0.03157063930544594,0.02127659574468087,2019
2019-03-31,1,6944,2828,517,6335,0.94,0.1970349939665575,0.5319609967497292,-0.8263935527199463,1.469785575048733,-0.8866103739445115,2019
2018-12-31,4,5801,1846,2978,2565,8.29,0.9285239361702128,0.40916030534351144,5.459869848156182,0.09662248824283882,4.246835443037974,2018
