Date,Quarter,Total Revenue,Gross Profit,Net Income,Total Operating Expenses,EPS,Total Revenue Gr,Gross Profit Gr,Net Income Gr,Total Operating Expenses Gr,EPS Gr,Year
2022-09-30,3,16951,3487,1387,15471,0.94,0.03904621797229373,0.00838635049161365,0.06365030674846625,0.034088630439141766,0.06818181818181812,2022
2022-06-30,2,16314,3458,1304,14961,0.88,0.03805039450241792,0.09569074778200254,0.2029520295202952,0.02220552063405302,0.22222222222222227,2022
2022-03-31,1,15716,3156,1084,14636,0.72,-0.0779159821638113,-0.07934655775962661,0.5801749271137027,-0.06919358941745103,0.5999999999999999,2022
2021-12-31,4,17044,3428,686,15724,0.45,0.05125516560784556,0.0973111395646607,-0.507537688442211,0.057431069266980495,-0.5161290322580645,2021
2021-09-30,3,16213,3124,1393,14870,0.93,0.020969773299748112,-0.03131782945736434,0.3498062015503876,0.01863268940950815,0.3676470588235294,2021
2021-06-30,2,15880,3225,1032,14598,0.68,0.04124319716739886,0.18828297715549006,0.3705179282868526,0.025284450063211124,0.3600000000000001,2021
2021-03-31,1,15251,2714,753,14238,0.5,-0.0711370972653633,0.26056665118439387,4.5777777777777775,-0.12526878417398785,-5.545454545454545,2021
2020-12-31,4,16419,2153,135,16277,-0.11,0.11337899233742456,0.23522662076878945,-0.48863636363636365,0.13721791378467127,-1.647058823529412,2020
2020-09-30,3,14747,1743,264,14313,0.17,0.04878742621435175,-0.056307525717379535,-1.0688396349413298,-0.19684641714830817,-1.0666666666666667,2020
2020-06-30,2,14061,1847,-3835,17821,-2.55,0.23776408450704226,-0.33751793400286945,45.204819277108435,0.7705911574764034,24.499999999999996,2020
2020-03-31,1,11360,2788,-83,10065,-0.1,1.652965903783279,5.140969162995595,-1.0726159230096237,1.3799952707495862,-1.075757575757576,2020
2019-12-31,4,4282,454,1143,4229,1.32,-0.6234942407456256,-0.8414804469273743,-0.004355400696864111,-0.5746756512119079,-0.0075187969924812095,2019
2019-09-30,3,11373,2864,1148,9943,1.33,0.003883837938035131,0.03207207207207207,-0.3957894736842105,0.0,-0.39545454545454545,2019
2019-06-30,2,11329,2775,1900,9943,2.2,-0.3831200653416825,-0.4042507513954487,0.4115898959881129,-0.39074754901960784,0.4102564102564103,2019
2019-03-31,1,18365,4658,1346,16320,1.56,-2.335053794707764,-1.9347782460365242,0.9620991253644315,-2.6334701231107998,1.0,2019
2018-12-31,4,-13756,-4983,686,-9991,0.78,-1.8331920048455481,-2.253900352289884,-0.4458804523424879,-1.6809569247546348,-0.4935064935064935,2018
2018-09-30,3,16510,3974,1238,14672,1.54,-0.011673151750972763,-0.07214569227177212,-0.3955078125,0.06095885458095307,-0.3984375,2018
2018-06-30,2,16705,4283,2048,13829,2.56,0.09598477890040677,0.08101968702675416,0.5790285273708559,0.03868108757698663,0.5802469135802468,2018
2018-03-31,1,15242,3962,1297,13314,1.62,-0.027933673469387754,0.01981981981981982,2.2670025188916876,-0.040916294482063104,2.24,2018
2017-12-31,4,15680,3885,397,13882,0.5,0.04103040764838667,-0.0179474216380182,-0.7015037593984963,0.06538756715272448,-0.7005988023952096,2017
2017-09-30,3,15062,3956,1330,13030,1.67,-0.014267015706806283,-0.038872691933916424,-0.07574704656011119,-0.006556877096675816,-0.07222222222222228,2017
2017-06-30,2,15280,4116,1439,13116,1.8,0.10604415490408976,0.1187822777928785,0.03823953823953824,0.1238111558563962,0.040462427745664775,2017
2017-03-31,1,13815,3679,1386,11671,1.73,-0.05757555085612934,-0.06267515923566878,0.368213228035538,-0.10022357566879964,0.3622047244094488,2017
2016-12-31,4,14659,3925,1013,12971,1.27,0.021248432492684967,-0.021684945164506482,-0.31554054054054054,0.07171775592828225,-0.28651685393258425,2016
2016-09-30,3,14354,4012,1480,12103,1.78,-0.03496033346779615,-0.02927655456085168,0.07324147933284988,-0.03461753210496929,0.07878787878787887,2016
2016-06-30,2,14874,4133,1379,12537,1.65,0.11357340720221606,0.11612206319200648,0.16568047337278108,0.09858044164037855,0.1619718309859155,2016
2016-03-31,1,13357,3703,1183,11412,1.42,-0.06594405594405595,0.015355086372360844,-0.6391092129347163,-0.17946505608283003,-0.6223404255319149,2016
2015-12-31,4,14300,3647,3278,13908,3.76,0.03713373948360894,-0.08550651955867603,1.406754772393539,0.21086540135817516,1.4415584415584413,2015
2015-09-30,3,13788,3988,1362,11486,1.54,-0.06140231449965963,-0.054528212422949265,-0.11673151750972763,-0.06427698574338085,-0.1098265895953757,2015
2015-06-30,2,14690,4218,1542,12275,1.73,0.10285285285285285,0.1059255374934452,0.08134642356241234,0.10208295923864248,0.09493670886075943,2015
2015-03-31,1,13320,3814,1426,11138,1.58,0.1734648929609726,-0.10025949516395376,-0.031907671418873046,0.2623824096112433,-0.024691358024691377,2015
2014-12-31,4,11351,4239,1473,8823,1.62,-0.22322589475124888,-0.046987410071942445,-0.20550161812297735,-0.264811265727856,-0.20588235294117643,2014
2014-09-30,3,14613,4448,1854,12001,2.04,-0.14996218951777093,0.044131455399061034,0.10357142857142858,-0.19108924238339176,0.10869565217391301,2014
2014-06-30,2,17191,4260,1680,14836,1.84,0.16588674126822653,0.05055487053020962,0.38499587798845836,0.1730845259745394,0.3939393939393939,2014
2014-03-31,1,14745,4055,1213,12647,1.32,0.37380042858473866,0.22804360993337372,-0.17088174982911825,0.3954540439148185,-0.16455696202531644,2014
2013-12-31,4,10733,3302,1463,9063,1.58,-0.30584659164403055,-0.25664115263394865,0.02164804469273743,-0.30795662797800855,0.006369426751592362,2013
