date,close,actual lb,predicted lb,actual ub,predicted ub,actual ub close diff,predicted ub close diff,actual lb close diff,predicted lb close diff,predicted lb ub diff,predicted lb %,predicted ub %,invest,exit
2019-06-03,39.040000915527344,0.8158299086720066,0.8060833614612712,1.2266905293693575,1.2558730690888722,8.849998474121094,9.989284851488364,7.190000534057617,7.570505746087957,2.4187791054004073,0.19391663853872876,0.2558730690888722,False,False
2019-06-04,38.88999938964844,0.8189766233307634,0.8084440288264296,1.2314219630045964,1.2561409701493083,9.0,9.961322172770558,7.039999008178711,7.449611602023666,2.5117105707468923,0.19155597117357037,0.25614097014930826,False,False
2019-06-05,38.66999816894531,0.8236359423220113,0.813707707645861,1.238427764605053,1.2532690570361935,9.220001220703125,9.793913971840112,6.8199977874755895,7.20392260422318,2.589991367616932,0.18629229235413902,0.2532690570361935,False,False
2019-06-06,38.97999954223633,0.817085704348432,0.8085712809668308,1.2285787571074185,1.2451342163162789,8.909999847412124,9.555331639795014,7.129999160766602,7.46189138028382,2.093440259511194,0.19142871903316916,0.24513421631627885,False,False
2019-06-07,39.79999923706055,0.8002512812063568,0.7929371688144944,1.2032663393886385,1.2515833707407054,8.090000152587905,10.013017963537195,7.94999885559082,8.241100523206722,1.7719174403304727,0.2070628311855056,0.25158337074070536,False,False
2019-06-10,40.119998931884766,0.7938684254589403,0.784235196161869,1.1936690095868516,1.2452194135374564,7.770000457763665,9.83820260920016,8.269998550415039,8.656483699524141,1.1817189096760181,0.21576480383813101,0.24521941353745635,False,False
2019-06-11,39.91999816894531,0.7978457375342912,0.7896941859177005,1.1996493383334663,1.2557976858089384,7.970001220703118,10.211443149113265,8.069997787475586,8.395407713083952,1.8160354360293134,0.21030581408229954,0.25579768580893836,False,False
2019-06-12,40.29999923706055,0.7903226050729037,0.7814002393110744,1.1883374763344412,1.2425385424524853,7.590000152587891,9.774303075792936,8.44999885559082,8.809570188985319,0.9647328868076173,0.21859976068892562,0.2425385424524853,False,False
2019-06-13,40.130001068115234,0.7936705590266163,0.7847518042042518,1.1933714955143324,1.2469243664543042,7.759998321533203,9.909075089554904,8.280000686645508,8.63791032719325,1.2711647623616535,0.21524819579574817,0.24692436645430416,False,False
2019-06-14,40.119998931884766,0.7938684254589403,0.7839991594823927,1.1936690095868516,1.2418773202833169,7.770000457763665,9.704117831413825,8.269998550415039,8.665953490852615,1.0381643405612095,0.21600084051760726,0.24187732028331688,False,False
2019-06-17,39.93000030517578,0.7976458837477466,0.7869878065342539,1.199348836054,1.2357745715917678,7.959999084472649,9.414478715611978,8.079999923706055,8.505576950093403,0.9089017655185749,0.21301219346574607,0.23577457159176785,False,False
2019-06-18,40.220001220703125,0.7918945652611028,0.7832439114573491,1.1907010923957209,1.2259689527137638,7.6699981689453125,9.08847155398859,8.370000839233398,8.717930145780254,0.3705414082083358,0.21675608854265094,0.22596895271376383,False,False
2019-06-19,41.0,0.7768292775968226,0.7607228905566084,1.168048765601181,1.2401140551260839,6.889999389648423,9.844676260169436,9.149999618530273,9.810361487179058,0.03431477299037766,0.23927710944339164,0.24011405512608386,False,False
2019-06-20,40.40999984741211,0.7881712571575133,0.7692638788764881,1.1851026867231071,1.2438733110825626,7.479999542236328,9.854920463634244,8.559999465942383,9.324046619393581,0.5308738442406629,0.23073612112351194,0.2438733110825626,False,False
2019-06-21,40.27000045776367,0.7909113488805375,0.7733324465103353,1.1892227177865775,1.2499779498681813,7.619998931884766,10.066612155622487,8.420000076293945,9.127902482788969,0.938709672833518,0.22666755348966472,0.24997794986818134,False,False
2019-06-24,40.59000015258789,0.7846760350267964,0.7659210939662722,1.1798472335456525,1.2443979983626452,7.299999237060547,9.920114790831946,8.739999771118164,9.501262831626619,0.4188519592053268,0.23407890603372783,0.2443979983626452,False,False
2019-06-25,40.630001068115234,0.7839035083477836,0.7663592014983938,1.1786856542130528,1.2414399834998973,7.259998321533203,9.809706787486547,8.780000686645508,9.492825892675558,0.31688089481098913,0.23364079850160624,0.24143998349989726,False,False
2019-06-26,40.130001068115234,0.7936705590266163,0.776310232259483,1.1933714955143324,1.2503951102694026,7.759998321533203,10.048356042561963,8.280000686645508,8.976670618353396,1.0716854242085674,0.22368976774051696,0.25039511026940264,False,False
2019-06-27,39.959999084472656,0.7970470748545575,0.7805423326263541,1.1984484606321515,1.2492918000537316,7.930000305175781,9.961700101913657,8.10999870300293,8.769528187331396,1.1921719145822607,0.21945766737364591,0.24929180005373164,False,False
2019-06-28,40.02000045776367,0.7958520743917431,0.7783038098626704,1.1966516452240077,1.2474629460453777,7.869998931884766,9.903467214015564,8.170000076293945,8.872281630780392,1.031185583235171,0.22169619013732955,0.24746294604537766,False,False
2019-07-01,40.43000030517578,0.7877813539712574,0.7755914004670468,1.1845164241445143,1.2446163163632789,7.459999084472656,9.889837745218337,8.579999923706055,9.072839747601368,0.8169979976169692,0.22440859953295322,0.24461631636327885,False,False
2019-07-02,40.91999816894531,0.7783480402411426,0.7619747299183175,1.170332393269576,1.2304873161365548,6.970001220703118,9.431540554272942,9.069997787475586,9.73999361590516,-0.30845306163221764,0.2380252700816825,0.23048731613655482,False,False
2019-07-03,41.33000183105469,0.7706266385291606,0.7499221549525221,1.158722411516195,1.2283403448796424,6.55999755859375,9.437306871979281,9.480001449584961,10.33571779371847,-0.8984109217391882,0.2500778450474779,0.2283403448796424,False,False
2019-07-05,40.84999847412109,0.7796818010078274,0.7619585636143253,1.172337850146733,1.2380461506916403,7.040000915527351,9.724184892523901,8.99999809265136,9.723992313132403,0.00019257939149852632,0.23804143638567465,0.23804615069164026,False,False
2019-07-08,40.52000045776367,0.7860315898729768,0.766214719142408,1.1818854602325817,1.235429099331348,7.369998931884766,9.539587212677105,8.670000076293945,9.472979687368035,0.06660752530907033,0.23378528085759198,0.23542909933134792,False,False
2019-07-09,40.75,0.7815951013857602,0.7595046094439986,1.175214708948428,1.2320395121494432,7.1399993896484375,9.455610120089808,8.899999618530273,9.800187165157059,-0.3445770450672505,0.24049539055600144,0.23203951214944318,False,False
2019-07-10,41.11000061035156,0.7747506667136815,0.7515485831751316,1.1649233441653042,1.2282545864630157,6.779998779296875,9.383546188810115,9.260000228881836,10.213837897313049,-0.8302917085029335,0.24845141682486838,0.22825458646301566,False,False
2019-07-11,40.93000030517578,0.7781578339602933,0.7618578193484653,1.1700463970823018,1.2349478987815328,6.959999084472656,9.616417568828545,9.079999923706055,9.747159526742543,-0.13074195791399745,0.2381421806515347,0.23494789878153277,False,False
2019-07-12,40.41999816894531,0.7879762945150276,0.7673315572483743,1.1848095388198787,1.2357615771574895,7.470001220703125,9.529482517013385,8.569997787475586,9.404458029992067,0.1250244870213173,0.23266844275162568,0.23576157715748947,False,False
2019-07-15,40.900001525878906,0.7787285866313985,0.7573854204919552,1.1709045868701669,1.2258051254485336,6.989997863769531,9.2354299753963,9.050001144409183,9.922936672079501,-0.6875066966832009,0.24261457950804477,0.2258051254485336,False,False
2019-07-16,41.18000030517578,0.7734337092140964,0.7508913770946437,1.1629431528593093,1.2286195953235617,6.709999084472656,9.414555005193435,9.329999923706055,10.25829316726449,-0.8437381620710553,0.2491086229053563,0.2286195953235617,False,False
