Date,Dividends
2022-05-03,0.848
2021-11-03,0.568
2021-05-04,0.577
2020-11-03,0.733
2020-08-18,0.69
2019-11-01,0.756
2019-05-03,0.771
2018-11-02,0.735
2018-05-02,0.756
2017-11-03,0.676
2017-05-02,0.687
2016-10-28,0.684
2016-05-02,0.72
2015-11-02,0.673
2015-05-04,0.74
2013-12-13,1.538
2013-11-04,0.782
2013-05-02,0.822
2012-11-01,0.704
2012-04-30,0.704
2011-10-28,0.585
2011-04-29,0.582
2010-10-29,0.319
2010-04-29,0.319
2009-10-28,0.178
2009-04-28,0.167
2008-05-05,0.463
2007-05-31,0.0
2007-05-10,0.404333
2006-06-12,0.266
2005-05-05,0.201
2004-05-26,0.158333
2003-05-27,0.123667
2002-05-28,0.235333
2001-05-14,0.158333
2000-07-26,0.178667
2000-06-28,0.041667
1999-06-28,0.125
1998-07-06,0.107
