Date,Dividends
2021-05-13,2.189
2020-05-21,1.712
2019-05-16,1.696
2018-05-18,1.727
2017-05-11,1.331
2016-05-10,1.31
2015-05-18,1.188
2014-05-22,1.366
2013-05-31,1.114
2012-05-21,1.478
2011-05-23,0.825
2010-06-04,0.675
2009-05-15,0.675
2008-05-30,0.779
2007-05-08,0.614
2006-05-05,0.434
2005-05-10,0.357
2004-05-04,0.244
2003-05-07,0.159
2002-05-01,0.128
2001-05-01,0.128
2000-05-03,0.127
1999-05-04,0.142
1998-07-28,0.0
