Date,Dividends
2022-03-18,0.739
2021-12-30,0.748
2021-09-17,0.783
2021-06-22,0.803
2021-03-23,0.785
2020-12-30,0.808
2020-09-23,0.78
2020-06-25,0.769
2020-03-26,0.76
2020-01-02,0.734
2019-09-25,0.731
2019-06-07,0.713
2019-03-15,0.724
2018-12-14,0.727
2018-09-21,0.744
2018-06-07,0.73
2018-03-15,0.764
2017-12-15,0.734
2017-09-21,0.742
2017-05-31,0.694
2017-03-15,0.645
2016-12-16,0.656
2016-09-22,0.686
2016-06-01,0.683
2016-03-16,0.674
2015-12-16,0.664
2015-09-23,0.688
2015-06-03,0.673
2015-03-18,0.689
2014-12-10,0.761
2014-09-18,0.811
2014-05-28,0.838
2014-03-19,0.806
2013-12-11,0.806
2013-09-19,0.796
2013-06-19,0.77
2013-03-13,0.807
2012-12-12,0.765
2012-09-19,0.692
2012-06-13,0.767
2012-03-14,0.75
2011-12-14,0.808
2011-09-14,0.819
2011-05-18,1.577
2010-11-09,1.587
2010-05-24,1.544
2009-11-09,1.615
2009-05-14,1.546
2008-11-14,1.585
2008-05-20,1.557
2007-11-13,1.37
2007-05-15,1.313
2006-11-14,1.11
2006-05-23,2.108
2006-05-15,1.0335
2005-11-21,0.895
2005-05-19,0.98
2004-11-19,0.773
2004-05-19,1.4925
2003-05-13,1.108
2002-05-15,0.836
2001-05-24,0.7285
2000-06-12,0.564
1999-07-15,0.5155
1998-05-22,0.535
1997-05-30,0.4545
1996-06-06,0.4255
1995-05-31,0.409
1994-06-07,0.07
1993-06-08,0.0635
1992-06-10,0.061
