Date,Dividends
2022-05-31,2.0
2022-03-01,2.0
2021-12-01,2.0
2021-08-31,2.0
2021-03-01,1.25
2020-12-01,1.25
2020-08-31,1.25
2020-05-29,1.25
2019-02-27,0.8
2018-08-29,0.8
2018-05-30,0.8
2017-11-29,0.75
2016-08-30,0.65
2016-05-27,0.65
2015-08-28,0.65
2015-05-28,0.65
2014-11-28,0.6
2014-08-27,0.55
2014-02-26,0.55
2013-11-27,0.55
2013-08-28,0.5
2013-05-28,0.5
2013-02-26,0.5
2012-11-28,0.5
2012-08-28,0.46
2012-05-29,0.46
2011-05-27,0.35
2010-08-30,0.35
2010-05-27,0.35
2010-02-26,0.35
2009-11-30,0.35
2009-05-21,0.35
2009-02-20,0.467
2008-10-23,0.35
2008-07-25,0.35
2008-01-25,0.35
2007-07-27,0.35
2007-04-20,0.35
2006-10-19,0.35
2006-04-21,0.35
2006-01-20,0.25
2005-10-20,0.25
2005-07-22,0.25
2005-01-21,0.25
2004-10-21,0.25
2003-10-23,0.25
2003-07-25,0.25
2003-01-24,0.12
2002-12-26,0.12
2002-01-17,0.12
2000-10-19,0.12
2000-07-20,0.12
2000-04-19,0.12
1999-10-21,0.12
1999-08-10,0.12
